rank,score,team_name,kaggle_usernames,last_submission,submission_count
363,2144.5,"Bruce Zheng",brucezheng666,2026-08-24 08:13:16,2
364,2144.5,"Morylov Yehor",morylov,2026-08-23 07:39:15,2
365,2141.0,"CharTFboy",chartfboy,2026-08-24 09:19:37,2
366,2140.5,"Tumaini Makena",tumainimakena,2026-08-18 06:01:09,1
367,2139.3,"Yura",yuratrubitsyn,2026-08-17 07:27:50,2
368,2138.3,"t fuku",jjinho,ttyn4519,2026-08-25 00:15:26,2
369,2138.3,"rkd",ryookd,2026-08-24 11:30:17,2
370,2137.9,"AI After Hours",akshaythammana,mmehersaipreetam,2026-08-23 19:37:13,2
371,2137.8,"zekenoe",yizhewong,zekenos,2026-08-25 03:08:43,2
372,2137.1,"arlenjim ",arlenjim,2026-08-24 19:32:48,2
373,2136.8,"track",ahmedberatozer,omerlleez,2026-08-24 11:34:31,2
374,2136.5,"Hanaro",lucas040,2026-08-15 03:08:49,2
375,2134.9,"NIU",lucaswty,2026-08-24 14:32:29,2
376,2134.9,"John Park",sigint,2026-08-25 02:20:42,2
377,2133.6,"wataru kawashima",watarukawashima,2026-08-23 19:50:47,2
378,2132.8,"kevin zhou",kevinzhou66,2026-08-20 04:00:36,2
379,2131.2,"Ayaan Ghosh",ayan9001,2026-08-24 14:18:46,2
380,2129.8,"jaepyeocho",jaepyeocho,2026-08-16 21:52:55,2
381,2129.7,"ymg_aq",ymgpalaqs,2026-08-24 13:59:56,2
382,2129.3,"Roman Tamrazov 52",romantamrazov,2026-08-21 07:51:48,2
383,2127.8,"weichy7",weichy7,2026-08-23 10:11:59,2
384,2125.1,"MinerUNLEASHED",minerunleashed,2026-08-24 16:28:40,2
385,2124.9,"ra5anchor",junmitsui,2026-08-24 13:34:40,2
386,2124.6,"Matteo123383iend",matteo123383iend,2026-08-25 04:33:17,2
387,2124.3,"ZJUwlm",zjuwlm,2026-08-25 04:16:05,2
388,2122.7,"ReinFARMent Learning?",arksey,2026-08-24 16:48:06,2
389,2121.2,"N_Matsumoto24",nmatsumoto24,2026-08-24 13:58:49,2
390,2120.1,"underline12311",underline12311,2026-08-25 00:06:23,2
391,2118.8,"GanadorPlusUltra",ganadorplusultra,2026-08-22 04:58:02,2
392,2116.5,"mushichou4",mushichou4,2026-08-22 10:20:51,2
393,2114.7,"Vishodhan",vishodhan,2026-08-14 23:46:15,2
394,2113.9,"Jorrawar Grewal",jorrawargrewal,2026-08-21 05:30:14,2
395,2112.5,"Russlan Ramdowar",russlan,2026-08-24 07:17:15,2
396,2112.3,"shiggriculture",shimishige,2026-08-16 04:14:44,2
397,2112.1,"yaphel lee",yaphellee,2026-08-21 15:19:40,2
398,2110.3,"Maham Haroon",mahamhc,2026-08-22 22:10:49,2
399,2110.3,"Ddere008",ddere008,2026-08-21 18:43:56,2
400,2109.8,"Le Trong Hieu",backtracking,2026-08-18 01:04:19,2
401,2109.6,"XW",xuewei,2026-08-24 17:01:34,2
402,2108.9,"Anh Quân",qunanh,2026-08-24 13:41:30,2
403,2107.8,"chenry2003",chenry2003,2026-08-24 02:27:53,2
404,2106.4,"tully_boss",gnux1408,tanakaai24,2026-08-25 02:58:21,2
405,2106.1,"Alexie Huynh",alexiehuynh,2026-08-22 08:27:27,1
406,2105.6,"史永刚",shizehao,2026-08-19 01:34:54,2
407,2105.1,"Harshini Reddy",luffyh04,2026-08-22 15:17:09,2
408,2105.0,"sohasoha42",sohasoha42,2026-08-18 17:50:51,2
409,2103.3,"Jacky Chan",jhkchan,2026-08-24 00:43:39,2
410,2102.4,"Solo",solosolo,2026-08-24 07:01:05,2
411,2101.3,"Kevin E R MILLE",kevinermille,2026-08-25 02:26:42,2
412,2100.7,"Omer Faruk Merey",omerfarukmerey,2026-08-24 10:43:02,2
413,2100.2,"李BCDEFGA",bcdefga,2026-08-24 02:36:05,2
414,2100.2,"CoorDi",bxy0125,2026-08-25 03:11:30,2
415,2099.9,"Ricky #2",rickyds97,2026-08-25 02:23:43,2
416,2098.3,"Ayush_Patel",ayushpatel1305,2026-08-25 03:34:12,2
417,2097.2,"l'rug",sdfsfsfsdf,2026-08-24 19:24:40,2
418,2093.9,"ChandramouliNagasundaram",mouliindian,2026-08-24 20:34:30,2
419,2093.7,"steubk",steubk,2026-08-21 21:55:39,2
420,2091.8,"danilka200300",daniilsergeevda,2026-08-24 06:56:37,2
421,2091.7,"static",huangshunhao,2026-08-23 13:15:09,2
422,2091.0,"vinceybb",vinceybb,2026-08-23 17:52:40,1
423,2089.0,"rmizuta",rmizuta,2026-08-22 15:48:42,2
424,2088.2,"Sébastien Mametz (Pixs)",sbastienmametzpixs,2026-08-14 09:08:39,2
425,2087.3,"Faiz",souraditya26,2026-08-21 20:33:33,2
426,2085.4,"heralces",heralces,2026-08-24 13:33:39,2
427,2084.9,"stnick",stnick,2026-08-21 20:49:54,2
428,2084.3,"Kendamarron",kazuhirokuriyama,2026-08-24 11:25:26,2
429,2084.0,"Hax2456",hax2456,2026-08-15 10:05:01,2
430,2083.6,"Yusuke Hayashi",yhay81,2026-08-24 06:25:45,2
431,2082.0,"kumanomi",kkkggg,2026-08-23 23:16:07,2
432,2080.0,"青烟",imagine4391,mortal4416,2026-08-24 12:39:28,2
433,2079.9,"Auto Fermers",artemboltaev,dmitriigluzdov,2026-08-25 04:50:39,2
434,2078.0,"uri_kkyhr",urikkyhr,2026-08-15 04:53:37,2
435,2077.2,"datnt114",kingkong153,2026-08-25 05:20:39,2
436,2077.1,"王一凡",liuziyang1016,mikakohinata68,2026-08-20 02:24:40,2
437,2077.1,"AAAMIKASA",aaamikasa,2026-08-25 03:52:11,2
438,2074.8,"haideptry",haideptry,2026-08-24 09:31:47,2
439,2073.3,"takaygiiiiiiii",takaygiiiiiiii,2026-08-25 02:55:17,2
440,2073.1,"Jin Niu",gufanmingmie,2026-08-25 01:18:49,2
441,2070.2,"1o",rian55,2026-08-25 00:35:32,2
442,2070.1,"sci-shi",scishi,2026-08-25 02:16:36,2
443,2069.7,"hangglider5",hangglider5,2026-08-23 13:36:19,2
444,2069.7,"Pavlo Ivanin",pavloivanin,2026-08-23 22:51:22,2
445,2069.3,"tehyoni",gooberdambi,sidcat,suaeng,tehyoni,2026-08-14 02:50:55,2
446,2069.2,"Pranshu Ghori",pranshughori,2026-08-17 22:02:35,2
447,2069.0,"Umut Keltek",umutkeltek,2026-08-25 04:00:23,2
448,2068.6,"ALLAI",glorysing,2026-08-22 15:38:05,2
449,2067.9,"Grayden_Lee",haozelii,2026-08-21 11:42:07,2
450,2067.7,"BBaRRel.",yujinkk0609,2026-08-22 08:29:00,2
451,2067.5,"Lance Wu",lancewu722,2026-08-24 09:40:14,1
452,2066.7,"chaojiwudiwujie",chaojiwudiwujie,2026-08-24 04:10:59,1
453,2066.7,"Aleksandr Ulianin",aleksandrulianin,2026-08-24 23:42:29,2
454,2064.6,"tellurium_rrr",telluriumrrr,2026-08-24 17:20:50,2
455,2063.5,"ponsuk",ponsuk,2026-08-17 19:01:09,2
456,2062.9,"Harris Bashir",harrisbashir,2026-08-24 20:17:01,2
457,2062.6,"Cyrus",jamalsaeedi,2026-08-24 16:58:11,2
458,2058.9,"Andrey Naymushin",andrewsokolovsky,2026-08-24 09:46:41,2
459,2057.5,"別班",kusurizuke,pepushi,tomokiaki,2026-08-15 06:47:38,2
460,2057.0,"Kadouci Abdelhak",kadouciabdelhak,2026-08-19 11:08:11,2
461,2056.2,"VynoDePal",kvynodjo,2026-08-23 04:57:32,2
462,2056.2,"Raihan Ramadistra",raihanramadistra,2026-08-18 13:59:22,1
463,2055.8,"⸻AgentZZ ⸻",agentzz,2026-08-23 20:47:44,1
464,2055.1,"Randy",rvndyerwin,2026-08-25 02:02:25,2
465,2055.1,"Team Name Pending",abdaathaillahhadyan,oliverspiby,2026-08-17 10:39:36,2
466,2054.5,"Kyle",kylezhouzhou,2026-08-24 01:46:03,2
467,2053.2,"Junbeom Lee23",junbeomlee23,2026-08-15 02:45:23,2
468,2052.5,"Mason Cao",mzcao7,2026-08-22 17:47:14,1
469,2052.4,"Zhen Li",zhenlisak,2026-08-13 13:06:54,2
470,2050.9,"Zubekanov",zubekanov,2026-08-18 01:14:49,2
471,2050.0,"Jinx JK",jinxjk,2026-08-18 09:08:26,2
472,2049.4,"Syed Shayan Ali Shah",dsshayan,2026-08-14 15:39:18,2
473,2048.5,"ksew364",ksew364,2026-08-24 14:39:18,2
474,2047.8,"没落者",needless090,2026-08-22 03:04:45,2
475,2047.3,"souldrive",souldrive,2026-08-25 03:46:06,2
476,2046.1,"RS Turley",rturley,2026-08-20 14:52:13,2
477,2045.9,"MD. Nazmus Sakib Anik",beyondlogic,2026-08-24 17:35:38,2
478,2044.3,"Jaume Batlle i Ferrer",jaumebatlleiferrer,2026-08-25 00:10:15,2
479,2044.3,"JianYuan Deng",jianyuandeng,2026-08-24 23:19:51,2
480,2044.1,"sbol ball",linearbasis,maksimkostritsya,2026-08-25 00:05:02,2
481,2042.9,"noobanot",noobanot,2026-08-25 01:46:38,2
482,2042.1,"Anruan",xiaowanshen,2026-08-23 14:40:25,2
483,2041.8,"LEET",soufianelasfar,2026-08-15 00:45:52,2
484,2040.1,"Baidalin Adilzhan [dsml.kz]",baidalinadilzhan,2026-08-24 04:33:07,2
485,2038.2,"Gleb Tumanov",crachton,2026-08-25 04:35:11,2
486,2037.3,"Wise Fancy",wisefancy,2026-08-24 06:35:55,2
487,2036.7,"Valmorlee",valmorlee,2026-08-23 19:40:07,2
488,2035.5,"Kosuke.T",kosuke1992,2026-08-22 16:06:53,2
489,2034.9,"Michael Chen",fuqiangchen,2026-08-20 07:36:23,2
490,2034.3,"Tomas Escobar Rivera",tomasescobarrivera,2026-08-14 21:23:50,2
491,2033.8,"Paritosh Kumar Tripathi",paritoshtripathi5,2026-08-25 05:28:24,2
492,2033.5,"amaotone",amaotone,2026-08-20 14:27:36,2
493,2033.0,"Inzilbêth",inzilbth,2026-08-25 04:04:26,2
494,2032.8,"premjampuram",aasthasinha9,anji2705,premjampuram,sheetallodhi,2026-08-20 18:36:21,2
495,2031.8,"Blu3s",atteincueo,2026-08-24 22:46:53,2
496,2031.7,"Games Jadley",gamesjadley,2026-08-22 17:04:05,2
497,2030.1,"dong & shen",dongcookies,muyouqian4,2026-08-22 13:41:45,2
498,2030.0,"Haramball forever!",envyy23120093,2026-08-22 09:07:53,2
499,2029.9,"What Does the Goose Say?",alturutin,2026-08-23 15:10:54,2
500,2029.8,"Guilherme Zanini de Sá",guilhermezaninides,2026-08-25 01:06:06,2
501,2029.8,"Filip Strzałka",snufkin77,2026-08-22 09:39:19,2
502,2029.1,"HiroyukiSasaki",hiroyukisasaki815,2026-08-24 02:46:52,2
503,2028.6,"Yusuraume",sugitatomohiko,2026-08-23 15:37:12,2
504,2028.2,"Witold Dziurdz",witolddziurdz,2026-08-23 16:33:47,2
505,2028.1,"Corenthin Buffard",cbuffard,2026-08-24 19:22:14,2
506,2026.1,"PrathamGupta",prathamguptaaaaaaa,2026-08-17 02:04:38,2
507,2025.4,"HealthStone",healthstone,2026-08-20 01:57:27,2
508,2024.8,"Wufang Hong",wufanghong,2026-08-22 00:46:34,2
509,2024.7,"aashka",aashka,2026-08-24 10:45:35,2
510,2023.4,"Jonathan Zheng Jiahao",jonathanzhengjiahao,2026-08-20 09:05:06,2
511,2021.1,"DECEM",zy1343930734,2026-08-24 17:50:06,2
512,2021.1,"moss",kenyashimizu,2026-08-20 15:52:48,2
513,2020.5,"DOM-VASCONCELOS",domcreator,2026-08-25 04:00:36,2
514,2018.5,"DeeperNet",deepernet,2026-08-23 14:23:09,2
515,2018.0,"ss",forest2026,2026-08-23 14:40:51,2
516,2017.5,"Karl0106",karl0106,2026-08-23 17:21:38,2
517,2016.7,"Lynn Pigott",lynnpigott,2026-08-24 03:32:08,2
518,2016.3,"John Stupid",bryxosmmm,2026-08-24 14:56:36,2
519,2015.6,"CrossEngineered",danyalsahin1,gkenurk,2026-08-15 16:49:44,2
520,2015.1,"Chenzhao Li",heartquest,2026-08-18 08:04:21,2
521,2013.1,"Bửu Phạm Quốc",buphmquc,2026-08-24 15:31:20,2
522,2011.8,"bird",whitebird,2026-08-23 05:00:19,2
523,2011.5,"Himanshu Kumar",himanshujha2812,2026-08-24 10:53:55,2
524,2011.4,"Pardheev Krishna",anandkumar0901,ayushjiwatramani,nidhibsh,nitindatanylatics,pardheev,2026-08-24 22:44:44,2
525,2010.7,"Less",jiaoyouzhang,2026-08-19 10:25:42,2
526,2010.6,"Zhao Liying",yeohzhonghanervin,2026-08-16 02:50:53,2
527,2010.5,"Stocks152",stocks152,2026-08-23 15:00:19,2
528,2009.4,"Cacinie",cacinie,2026-08-18 21:49:35,2
529,2009.3,"sadjeen00",sadjeen00,2026-08-14 02:15:50,1
530,2008.7,"Bohannn Wang",bohannnwang,2026-08-24 23:06:18,2
531,2008.7,"peikopon",peikopon,2026-08-25 01:27:19,2
532,2008.5,"lihaha.36",lihaha36,2026-08-22 11:26:19,2
533,2008.2,"llRX",bankkobe,leojeel,ruikaihong,2026-08-25 05:33:21,2
534,2008.2,"MiguelLFCG",miguellfcg,2026-08-23 22:42:34,2
535,2008.0,"Soil Warriors",aurax7,coolinlai,davidsarrat,pseree,zongzishuang,2026-08-24 23:15:56,2
536,2008.0,"dupakdungking",primarizki,2026-08-23 05:18:42,2
537,2007.1,"Mina Gayid",minagayid,2026-08-16 12:59:16,2
538,2006.7,"radji kraim",radjikraim,2026-08-23 04:52:37,2
539,2006.4,"shawloong",shawloong,2026-08-25 05:18:52,2
540,2006.4,"DASH村",sobameshi,2026-08-23 15:48:43,2
541,2005.7,"JALKARNA GAUTAM",jalkarnagautam,2026-08-24 20:30:54,2
542,2005.7,"qr farm",qrz1201,2026-08-25 02:55:51,2
543,2005.3,"Emmanuel Lo",emmanuello,2026-08-24 15:42:31,2
544,2004.9,"Epiphany_Thu",epiphanythu,2026-08-21 12:06:53,2
545,2004.5,"Farhat Pachisa",farhatpachisa,2026-08-20 07:59:27,2
546,2004.2,"Son Pham",sonphamorg,2026-08-22 18:32:36,2
547,2003.6,"UmutUygurr",umuttuygurr,2026-08-24 06:29:58,2
548,2003.6,"Hassan Algizani",hassanalgizani,2026-08-13 20:20:09,2
549,2002.7,"r2d2 Dasari",r2d2dasari,2026-08-25 01:48:23,2
550,2001.4,"John Doe",johndoe90843,2026-08-22 11:05:36,2
551,2000.5,"Ivan Vorfolomeev",ivanvorfolomeev,2026-08-20 12:54:05,2
552,1998.0,"ИТМОНИ AI B2B 67 SaaS",borismatsakov,kirya1,2026-08-25 00:01:19,2
553,1997.7,"lemon13418",lemon13418,2026-08-18 07:34:03,2
554,1996.6,"Charu",charu13a,2026-08-22 00:45:03,2
555,1995.7,"prvsiyan",prvsiyan,2026-08-24 22:46:22,2
556,1995.6,"Tangruichen",device666kunkun,2026-08-23 16:29:01,2
557,1994.3,"Grim Reaper",fathomable,2026-08-25 05:18:35,2
558,1992.6,"Xiaolei Lian",xiaoleilian,2026-08-19 03:18:04,2
559,1991.3,"Mandy Lin",ydnamlin,2026-08-14 03:18:29,2
560,1991.1,"Maxy5illion",maxy5illion,2026-08-24 07:19:56,2
561,1990.3,"Dean0016",dean0016,2026-08-13 17:56:10,2
562,1989.5,"mimi！",morongzhu,we111135,2026-08-23 07:07:50,2
563,1989.3,"Laplacenvmv",laplacenvmv,2026-08-24 02:03:27,2
564,1988.9,"Subin An",subinium,2026-08-23 13:04:51,2
565,1988.6,"Hai (Tom) Nguyen Thien",hainguyenthien,2026-08-24 15:44:16,2
566,1988.3,"Phi",ajinomoto132,2026-08-22 16:11:45,2
567,1987.7,"heinado",heinado,2026-08-24 14:53:25,2
568,1987.4,"Matsu",matsuzawahayato,2026-08-25 00:09:46,2
569,1987.0,"GIN",runjinzhang,2026-08-24 10:31:36,2
570,1986.2,"wen chong yu",wenchongyu,2026-08-13 07:57:23,2
571,1985.6,"istinetz",istinetz,2026-08-19 10:29:08,2
572,1984.2,"Teddy Tennant",thtennant,2026-08-23 15:34:33,2
573,1984.1,"ych~sun",ychsun,2026-08-21 11:38:29,2
574,1984.1,"Berat Egemen Gök",berategemengk,2026-08-24 20:04:28,2
575,1984.1,"TIM",daynoryamil,2026-08-25 02:11:53,2
576,1983.8,"ChrisXie",chrisstan,2026-08-20 01:56:24,2
577,1983.8,"SALAH ELDIN ELNABARAWY",salaheldinelnabarawy,2026-08-18 21:17:22,2
578,1983.3,"SahilKumarTolani",sahilkumartolani,2026-08-22 08:51:16,2
579,1980.6,"Restart:)",wayne127,2026-08-20 08:35:50,2
580,1980.3,"xamad",giannicerrato,2026-08-25 05:08:19,2
581,1980.1,"MD Zeeshan",makrovh,2026-08-20 18:13:32,2
582,1980.0,"moonzfxs",moonzfxs,2026-08-22 06:02:05,2
583,1979.9,"Datta Dhebe",dattadhebe,2026-08-22 07:30:33,2
584,1979.4,"celefefwefwe1",celefefwefwe1,2026-08-22 11:26:43,2
585,1979.3,"Hawksartelier",satyapb2002,2026-08-20 15:36:05,2
586,1978.5,"AlexMoura2026",alexmoura2023,2026-08-24 21:49:50,2
587,1978.2,"vijaikm",vijaikm,2026-08-25 05:12:25,2
588,1978.0,"bhavya shah",bhavyashah007,2026-08-17 11:06:22,2
589,1977.8,"Sai Syam",saisyam,2026-08-24 11:32:47,2
590,1977.6,"QYQ1693",qyq1693,2026-08-25 03:08:47,2
591,1975.9,"Kashyapsinh gohil",kashyapsinhgohil,2026-08-15 16:10:05,2
592,1975.1,"Leifson1337",leifson1337,2026-08-18 18:01:30,2
593,1974.8,"Hamed Vakili",hamedvakilit0,2026-08-24 18:37:02,2
594,1973.8,"lemon1219",lemon1219,2026-08-21 15:37:35,2
595,1973.6,"Ojas Aklecha",ojasaklecha,2026-08-17 18:34:02,2
596,1973.2,"WBF_USA_NYC",wbfranci,2026-08-25 04:19:30,2
597,1972.5,"Pones_kaggle",pyd966,2026-08-15 02:45:12,2
598,1970.8,"nir afek",nirafek,2026-08-25 00:00:26,2
599,1969.3,"Prathmesh Adsod",prathmeshadsod,2026-08-18 03:55:13,2
600,1968.6,"めめっち",mechi22,2026-08-22 13:28:00,2
601,1968.0,"Syed Muhammad Gillani",syedmuhammadgillani,2026-08-24 12:32:32,2
602,1966.4,"carlscamt",carlscamt,2026-08-14 17:19:42,2
603,1965.5,"Madiyar Khamzanov",mkhamzanov,2026-08-23 10:56:16,2
604,1965.2,"theearthcheng",theearthcheng,2026-08-24 14:26:06,2
605,1964.7,"Artem Voronov",artemyvoronov,2026-08-24 14:16:03,2
606,1963.4,"Lev Neganov",levoel,2026-08-22 21:53:22,2
607,1963.1,"Dread Development",dreaddevelopment,seanornberg,2026-08-25 03:15:38,2
608,1962.2,"Cow Boy",shanzhong8,2026-08-25 02:37:09,2
609,1959.8,"Chris #2",kagglecompetechris,2026-08-24 16:13:00,2
610,1959.8,"Juyong",kimdoong,2026-08-25 01:27:31,2
611,1959.5,"elren",elrensmin,2026-08-21 03:37:51,2
612,1959.3,"Tran H Hoang",tranhhoang,2026-08-14 17:01:27,2
613,1956.2,"Md. Hamid Hosen",esfersami50,foysalemonshanto,hosen42,2026-08-23 06:53:07,2
614,1955.8,"Nick Styles",styles,2026-08-14 07:13:04,2
615,1955.7,"David Estevez",destbreso,2026-08-25 01:18:45,2
616,1955.2,"Ryan Myers",ryanmyers03,2026-08-23 17:57:55,2
617,1954.7,"chandora",chandora,2026-08-24 04:57:07,2
618,1954.3,"JunWenZhu_1314",junwenzhu1314,2026-08-25 04:48:40,2
619,1954.0,"Sergei Fironov",sergeifironov,2026-08-25 03:17:11,2
620,1952.5,"MMMMMMMMMMMM",hyh273279,2026-08-19 15:59:37,2
621,1952.5,"Leonardo Viola10",leonardoviola10,2026-08-23 17:36:50,2
622,1952.2,"Arnav Goel",arnavgoel17,2026-08-23 19:33:16,2
623,1951.9,"autowin",atharvjairath,2026-08-23 17:49:37,2
624,1951.8,"YuRuiZe",ruoyuruize,2026-08-24 16:37:01,2
625,1951.4,"Theo Venturian",theodorraulventurian,2026-08-21 07:30:36,2
626,1950.8,"Emile Andrieu",emileandrieu,2026-08-19 16:34:41,2
627,1949.5,"YinuoChen271",yinuochen271,2026-08-17 15:42:51,2
628,1948.7,"t.me/aetheranime",yfrite,2026-08-23 14:33:02,2
629,1948.3,"岸本湧士郎",yushiro20021111,2026-08-14 07:58:52,2
630,1947.1,"kitchs",kitchs,2026-08-25 04:49:15,2
631,1947.0,"HunterBlue",marianacodebase,2026-08-13 18:54:47,2
632,1946.4,"Ali",asalhi,2026-08-24 21:10:51,2
633,1945.9,"Syakirin Pahimi",syakirinpahimi,2026-08-15 08:24:35,2
634,1945.7,"PangMinShih",shihbonbon,2026-08-24 07:20:39,2
635,1945.6,"rperez04",rperez04,2026-08-22 23:15:13,2
636,1945.4,"Waffle",waffle3z,2026-08-22 15:55:31,2
637,1945.3,"InformaBook2",informabook2,2026-08-24 17:36:44,2
638,1945.1,"TY0912",samejimatink0,2026-08-22 23:53:13,2
639,1944.7,"Azelearn",androidss,keitookamoto,2026-08-24 23:47:20,2
640,1944.6,"Kazuo Watanabe",watanabekazuo,2026-08-23 01:25:42,1
641,1944.2,"Shreyas",shreyasdongre25,2026-08-24 18:46:47,2
642,1943.7,"KirillKlem",kirillklem,2026-08-13 17:41:24,2
643,1943.6,"Lormann ",lormann,2026-08-23 06:24:29,2
644,1943.5,"Ümit Anık",mitank,2026-08-21 04:46:16,2
645,1943.3,"datatuu",yaoguang516,2026-08-24 12:44:14,2
646,1943.2,"elegantangel (628700)",elegantangel,2026-08-24 09:58:52,2
647,1943.2,"YJR",misakamikoto66,2026-08-24 12:59:28,2
648,1942.7,"ABHIRUP DAS",abhirupdas10,2026-08-18 16:52:45,2
649,1942.6,"Raphdraft",raphdraft,2026-08-25 05:42:34,2
650,1942.4,"bhundreds",hundreds1103,2026-08-24 14:04:39,2
651,1942.2,"Triston Morgan",yanzhou06,2026-08-23 04:24:29,2
652,1941.2,"MoZayed",mohamedzayedahmed,2026-08-25 02:50:07,2
653,1940.6,"Наталья Скляр",natsklyar,2026-08-21 18:11:07,2
654,1940.0,"yotsutose",yotsutose,2026-08-21 20:00:23,2
655,1939.1,"mocatti",mocatti,2026-08-21 14:06:14,2
656,1938.6,"ocha_heaven",ochaheaven,2026-08-19 13:10:14,2
657,1938.6,"liu bo",liuboo45586,2026-08-23 13:14:43,2
658,1938.3,"coke lu",cokelu,2026-08-25 04:09:20,2
659,1938.0,"john",jaejohn,2026-08-16 14:06:25,2
660,1936.2,"THUNDER THUNDER",thunderthunder,2026-08-24 15:35:10,2
661,1936.2,"Dawid Fleischer",dawidfleischer,2026-08-21 17:50:31,2
662,1935.2,"Prajwal M",estrick,2026-08-23 11:25:15,2
663,1934.1,"minoneru",kotaminoshima,2026-08-24 22:46:50,2
664,1933.8,"rekhasri",rekhasri,2026-08-25 03:48:00,2
665,1933.6,"Ernnnn4u",ernnnn4u,2026-08-24 17:00:46,2
666,1933.6,"Saulo Quiñones Góngora",sauloquionesgngora,2026-08-22 23:42:47,2
667,1932.9,"Andrey Shpigar",andreyshpigar,2026-08-24 22:26:25,2
668,1932.5,"hank0123",hank0123,2026-08-22 14:33:32,2
669,1932.2,"Sripad Modali",sripadmodali,2026-08-25 04:56:58,2
670,1930.1,"郑诗籍 ZhengShiJi",zhengshiji,2026-08-25 03:48:33,2
671,1930.0,"SOUTA Sakurai",soutasakurai,2026-08-24 13:12:27,2
672,1929.6,"Cliffton",rieltzx,2026-08-20 06:39:43,2
673,1929.5,"JYShane",jyshane,2026-08-23 02:58:47,2
674,1928.7,"gamesu7107",gamesu7107,2026-08-25 02:59:41,2
675,1928.2,"Miaohua Zhang",miaohuazhang,2026-08-25 03:23:15,2
676,1927.8,"My Little Pony",buxiangzaoqi66,juliezhang131,yaoyilv,2026-08-17 13:41:17,1
677,1927.7,"Sebastian Johansson",sebbejohansson,2026-08-24 14:14:53,2
678,1927.6,"AdhithyaRokhith",adhithyarokhith,2026-08-22 20:34:38,2
679,1926.9,"Baen",cairh22,2026-08-24 06:44:33,2
680,1925.3,"RhoenSprudel",rhoensprudel,2026-08-24 21:05:02,2
681,1925.1,"Jiashun Tan",jiashuntan,2026-08-20 07:30:50,2
682,1924.2,"Michael Todd Overdorf",michaeltoddoverdorf,2026-08-17 00:32:51,2
683,1924.0,"bangqun ZHAO",bangqunzhao,2026-08-22 11:12:48,2
684,1923.2,"Ariel Suntasig",arielsuntasig2001,2026-08-17 19:46:09,2
685,1923.2,"next-best-agent",minhduy13ly,tdtu981,2026-08-17 15:28:53,2
686,1922.9,"Nealdarkdarkdark",wklyb1,2026-08-20 02:58:51,2
687,1922.6,"ASH",pentannnn,2026-08-23 21:36:39,2
688,1922.5,"Kerem çelik",keremelik,2026-08-19 10:12:47,2
689,1922.2,"ZhouYongqi",xy0v0zhang,2026-08-23 02:08:24,2
690,1922.0,"SCLim2022080004",sclim2022080004,2026-08-23 01:37:50,2
691,1921.7,"Revanth Tambisetty",revanthtambisetty,2026-08-23 11:55:50,2
692,1921.1,"EdwardHwang@123",edwardhwang123,2026-08-24 15:32:00,2
693,1919.5,"Adnan Zaman",adnanzamanniloy,2026-08-21 08:00:25,2
694,1919.2,"Arul Prasad S P",arulprasadsp,2026-08-23 19:01:38,2
695,1916.8,"wiffany",wiffany,2026-08-23 11:05:00,2
696,1916.5,"Selene",ejlthomas,2026-08-13 04:29:22,2
697,1916.2,"JOMIN URK21CS1077",jominurk21cs1077,2026-08-24 11:18:05,2
698,1915.9,"kirito83",lishsh83,2026-08-25 03:25:24,2
699,1914.5,"Efrain Garay",efraingaray7,2026-08-23 06:00:55,2
700,1914.0,"Mehrdad_LU",mehrdadal2023,2026-08-24 20:09:24,2
701,1913.6,"kiyomiya-k",kiyomiyak,2026-08-20 15:31:53,2
702,1913.5,"Noir",nuitnoir,2026-08-23 09:56:47,2
703,1911.0,"PyJa",pixiux,2026-08-22 12:31:53,2
704,1910.9,"Evgeniy Veselkov",evgeniyveselkov,2026-08-18 05:26:04,2
705,1910.7,"Lixrixy",lixrixy,2026-08-21 14:02:01,2
706,1910.1,"Jonathan Martschinke",jonathanmartschinke,2026-08-24 08:52:51,2
707,1909.5,"UncleWKTK",unclewktk,2026-08-23 06:19:04,2
708,1909.2,"LiuChen1350",liuchen1350,2026-08-21 00:01:02,2
709,1909.2,"Pascal Pfeiffer",ilu000,2026-08-19 06:21:19,2
710,1906.8,"Silhouette",jamessargsyan,2026-08-23 00:34:49,2
711,1906.2,"WangQrkkk",wangqrkkk,2026-08-17 06:54:07,2
712,1906.1,"Jacob Davis",jacobtdavis,2026-08-23 15:06:50,2
713,1905.9,"Junichiro Morita",junichiromorita,2026-08-23 14:45:28,2
714,1905.1,"Saicharan Ramineni",godlydonuts,2026-08-25 00:00:49,2
715,1904.9,"Calmracer",ethanhall123,2026-08-23 13:29:29,2
716,1904.1,"Muhammed selim Bilic",muhammedselimbilic,2026-08-21 11:56:09,2
717,1903.7,"kojingbo",kojingbo,2026-08-22 19:11:23,2
718,1902.5,"sissoko cheick",sissokocheick,2026-08-24 21:49:24,2
719,1902.2,"Blue Rain",bluefeather386,2026-08-19 14:53:46,2
720,1902.1,"BEETRiX🦋",johannaleighdeley,2026-08-11 14:42:28,2
721,1901.7,"KARGI",learningkin,2026-08-23 15:55:14,2
722,1901.0,"Rustam Bazarbayev",rustambazarbayev,2026-08-25 02:41:19,2
723,1900.4,"Muhammad Imran",muhammadimranchitral,2026-08-24 08:48:21,2
724,1899.9,"dk2lone",dk2lone,2026-08-20 05:00:59,2
725,1898.6,"Borrun",borrun,2026-08-24 07:41:07,2
